Metrics,Country,Product line,Product type,Retailer type,Actual,Target,Tolerance
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,539","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,342","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,801,"2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,223","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,76,"2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,133,"2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,352","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,321","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,688,"2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,705","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,356","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter 30,Department Store,"1,632","2,535",0.05
Quantity sold,Australia,Sunscreen,Sun Shelter Stick,Department Store,636,318,0.05
Quantity sold,Australia,Sunscreen,Sun Shelter Stick,Department Store,295,318,0.05
Quantity sold,Australia,Sunscreen,Sun Shelter Stick,Department Store,273,318,0.05
Quantity sold,Australia,Sunscreen,Sun Shelter Stick,Department Store,609,318,0.05
Quantity sold,Australia,Sunscreen,Sun Shelter Stick,Department Store,325,318,0.05
Quantity sold,Australia,Sunscreen,Sun Shield,Department Store,772,760,0.05
Quantity sold,Australia,Sunscreen,Sun Shield,Department Store,361,760,0.05
Quantity sold,Australia,Sunscreen,Sun Shield,Department Store,588,760,0.05
Quantity sold,Australia,Sunscreen,Sun Shield,Department Store,582,760,0.05
Quantity sold,Australia,Sunscreen,Sun Shield,Department Store,701,760,0.05
Quantity sold,Australia,Sunscreen,Sun Shield,Department Store,561,760,0.05
Quantity sold,Australia,Sunscreen,Sun Shield,Department Store,726,760,0.05
Quantity sold,Canada,Insect Repellents,BugShield Extreme,Department Store,"3,661",480,0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,034","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,354","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,094","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,085","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,198","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,025","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,614,"2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,168","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,209","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,269,"2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,248","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,507","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,346","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,339,"2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,581","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,262","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,534","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,436","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,030","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,700,"2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,374,"2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"1,038","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion,Department Store,"2,583","2,710",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"1,114","1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,503,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,498,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"1,321","1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,38,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"1,156","1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,642,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,123,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"1,277","1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,123,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"1,216","1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,726,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,611,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,148,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,125,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"1,114","1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,585,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,950,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,587,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,147,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,589,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,999,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,678,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"1,038","1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,92,"1,317",0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,"1,888",702,0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,"1,171",702,0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,"1,951",702,0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,249,702,0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,58,702,0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,"2,300",702,0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,"1,032",702,0.05
Quantity sold,Canada,Insect Repellents,BugShield Spray,Department Store,597,702,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,992,924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,"1,488",924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,26,924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,362,924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,"1,257",924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,"1,633",924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,"1,280",924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,"1,168",924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,174,924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,"1,314",924,0.05
Quantity sold,Canada,Sunscreen,Sun Blocker,Department Store,"1,320",924,0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,274","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,329,"2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,906,"2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"1,902","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,307","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,268","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"1,831","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,241","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"1,797","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,094","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"1,884","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,725,"2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,200","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,353,"2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,172","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,"2,388","2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 15,Department Store,879,"2,455",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,58,"3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,38,"3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"4,873","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,569,"3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"3,850","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"5,324","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"4,254","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,832,"3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,125,"3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"3,931","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"3,878","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"1,275","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,689,"3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"4,610","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shelter 30,Department Store,"3,705","3,230",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"1,984","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,327,"2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"1,708","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"2,124","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"1,214","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"1,505","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,695,"2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"2,526","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,222,"2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"1,781","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"2,085","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"2,386","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"2,687","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"1,934","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"2,064","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,"1,598","2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,286,"2,573",0.05
Quantity sold,Canada,Sunscreen,Sun Shield,Department Store,907,"2,573",0.05
Quantity sold,France,Insect Repellents,BugShield Extreme,Department Store,"1,193","3,492",0.05
Quantity sold,France,Insect Repellents,BugShield Extreme,Department Store,"1,251","3,492",0.05
Quantity sold,France,Insect Repellents,BugShield Extreme,Department Store,"1,068","3,492",0.05
Quantity sold,France,Insect Repellents,BugShield Extreme,Department Store,"1,224","3,492",0.05
Quantity sold,France,Insect Repellents,BugShield Extreme,Department Store,"3,269","3,492",0.05
Quantity sold,France,Insect Repellents,BugShield Extreme,Department Store,"1,114","3,492",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,925,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"1,938","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,565,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,873,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,181,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,418,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"2,165","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"1,626","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"2,215","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"1,203","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"1,758","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"1,242","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"1,144","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,266,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"2,031","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"2,398","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"1,257","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,356,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,"2,948","2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,509,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,638,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion,Department Store,466,"2,622",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,482,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,164,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,451,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,"1,270","1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,172,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,43,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,289,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,"1,260","1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,115,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,"1,024","1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,105,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,572,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,609,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,969,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,306,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,"1,280","1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,784,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,"1,123","1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,116,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,270,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,342,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Lotion Lite,Department Store,448,"1,142",0.05
Quantity sold,France,Insect Repellents,BugShield Natural,Department Store,545,588,0.05
Quantity sold,France,Insect Repellents,BugShield Natural,Department Store,518,588,0.05
Quantity sold,France,Insect Repellents,BugShield Natural,Department Store,310,588,0.05
Quantity sold,France,Insect Repellents,BugShield Spray,Department Store,"1,989",401,0.05
Quantity sold,France,Insect Repellents,BugShield Spray,Department Store,"1,212",401,0.05
Quantity sold,France,Insect Repellents,BugShield Spray,Department Store,235,401,0.05
Quantity sold,France,Insect Repellents,BugShield Spray,Department Store,163,401,0.05
Quantity sold,France,Insect Repellents,BugShield Spray,Department Store,999,401,0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,"1,223","1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,340,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,44,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,"2,549","1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,868,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,718,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,"1,870","1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,304,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,146,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,341,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,734,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,203,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Blocker,Department Store,708,"1,366",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"2,596","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"1,342","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"1,208","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"1,449","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"3,044","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,278,"2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"2,238","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"1,793","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"3,061","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"2,370","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"2,341","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,335,"2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"3,377","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"3,446","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,"1,286","2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 15,Department Store,574,"2,917",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,115,"5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,43,"5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,163,"5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"5,213","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"3,703","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,235,"5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"6,950","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"5,269","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,875,"5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"1,014","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"4,770","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"2,464","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"4,693","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"6,921","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"3,625","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,"4,229","5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter 30,Department Store,638,"5,027",0.05
Quantity sold,France,Sunscreen,Sun Shelter Stick,Department Store,408,560,0.05
Quantity sold,France,Sunscreen,Sun Shelter Stick,Department Store,"1,035",560,0.05
Quantity sold,France,Sunscreen,Sun Shelter Stick,Department Store,219,560,0.05
Quantity sold,France,Sunscreen,Sun Shelter Stick,Department Store,201,560,0.05
Quantity sold,France,Sunscreen,Sun Shelter Stick,Department Store,905,560,0.05
Quantity sold,France,Sunscreen,Sun Shield,Department Store,882,"2,912",0.05
Quantity sold,France,Sunscreen,Sun Shield,Department Store,502,"2,912",0.05
Quantity sold,France,Sunscreen,Sun Shield,Department Store,582,"2,912",0.05
Quantity sold,France,Sunscreen,Sun Shield,Department Store,242,"2,912",0.05
Quantity sold,France,Sunscreen,Sun Shield,Department Store,"2,403","2,912",0.05
Quantity sold,France,Sunscreen,Sun Shield,Department Store,"3,507","2,912",0.05
